username,postid,text
reiver,post_1060845721,base blather righteous embed econom argument equal pretend argument resembl econom realiti refer opportun outcom count loser object stanc pure base easili reject moral cretin comment wealth redistribut fail sens second describ understand social wealth redistribut mechan employ liber social democraci enabl reproduct capitalist profit minimis threat social refer econom histori tabloid lead foot stamp dilig avoid econom analysi
danielpalos,post_1061309207,advoc moral bear fals wit law engend work ethic manner communist regim pay work employ resourc gain employ incom incom spent function circul money money base market form automat stabil economi rock bottom cost form minimum wage easi administ lower tax burden time lower tax real time war increas market share simpler form social safeti net expens test welfar
meta777,post_1061876043,simplest simpli revenu effect tax rate decim extra total household incom broken number household popul averag incom household broken t t margin tax rate total deduct loss tax evad go origin equat clear increas decreas will increas result subscrib laffer curv theori argu increas point decreas peopl leav countri engag aggress tax evas creat money laffer curv proven theori economist subscrib predict rate answer question relationship tax rate revenu well exact scienc lot variabl affect laffer curv theori rememb subscrib increas effect tax rate will lead greater revenu
buzz62,post_4218226,republican read care econom belief base macroeconom ideolog cook chicago austria reason ideolog place imo weapon combat keynesian econom polici place depress wealthi peopl idea lower class financi stabl comfort harder control economi support lower class keynesian model dismantl nixon experienc econom time inflat stagflat bubbl simpli abnorm final point peopl sound backward spend recess debt team year simpli work method return work time deep
reiver,post_1061981187,basic refer polit economi militari expenditur basic requir go understand effect militari sector issu straight forward militari expenditur direct econom role orthodox microeconom suggest simpl analysi public good provis focu effect civilian sector deni resourc achiev lower growth support classic liber militari sector understood notion influenc cost engin imperfect account complex militari sector bloat behaviour encourag ineffici arm school thought explain trend militari sector exampl militari expenditur privat demand fall recess stabilis demand maintain higher employ level secur return growth agreement effect orthodox keynesian heterodox marxist person refer impact market concentr price polici enabl achiev market power increas threat stagflat shock lead demand problem monopoli sector protect profit price adjust competit sector forc posit addit technic progress hamper market failur high fix cost associ amp develop coupl highli uncertain return lead ineffici low level invest exampl call europ armament polici reduc gap intern amp divid argument simpl cost militari sector skew amp environ spill militari sector civilian sector weapon technolog advanc technolog civilian sector econom growth increas
dutchman3,post_4683739,differ explain fact drop correct american paid billion incom tax individu paid billion incom tax corpor paid billion incom tax fica receipt billion estat gift tax billion total revenu billion close claim incom tax matter accuraci count understand account prebat famili spend spend trillion creat billion tax revenu gross tax revenu reduc prebat cost calcul thought
shiva_td,post_4297848,transit phase bring good servic retail level embed corpor taxat exampl corpor pay payrol tax produc product sell wholesal retail tax pay social tax collect incom tax imposit consumpt tax product payrol tax collect year incom tax year exclud collect consumpt tax year elimin doubl taxat address congress year address doubl taxat servic effect servic provid specif time long delay bring retail level minor overlap long product year suppli chain retail level
shiva_td,post_4121641,republican lead presid bush doubl nation debt deficit spend partisan issu parti equal guilti deficit spend increas nation debt afford doubl nation debt presid obama afford nation debt today mention short term feder reserv intervent payment nation debt feder revenu feder reserv creation fiat money lead runaway inflat devast economi
dutchman3,post_4466106,sincer bring sens spent year write speak fairtax scheme agre progress incom tax simplifi replac sale tax initi respons direct question fairtax viabil plan exampl simplifi fairtax plan support event nation nation consumpt tax sort support suggest choos prefer nation sale tax chanc evas polic natur collect process respond critic half american pay incom tax fair realiz worker contribut fica pay fund feder govern
roy_l,post_1060981740,worst day idea singl land tax cretin cretin post avoid know myriad fact prove wrong unemploy poverti trap peopl forcibl depriv liberti land rent pocket idl landown recoveri publicli creat rent public purpos benefit restor individu liberti uniform univers individu land tax exempt unemploy poverti effect voluntari choic sourc repeat stupid garbag land rent gdp content obtain suffici revenu recov implicit rent hammer homeown lie chant hate propagandist support evid usual desper intens sexual refer georgism scarc post word ignor central fact tax idiot insan tax system
roy_l,post_1061790497,neg landown lobbi fund polit campaign case sum land indisput astronom posit call fact econom ideolog rant chang fact econom govern spend servic infrastructur extent wast stolen buy desir benefit peopl pay landown return landown privileg charg full market access benefit provis public good paid tax peopl econom activ labor ad consumpt product individu pay tax requir pay landown full market access public good tax paid requir pay govern landown pocket payment return exactli massiv institution injustic impoverish billion destroy dozen societi histori side issu reiver dishonesti greed apologist landown privileg destroy countri destroy ongo global financi crisi latest instal econom happen eye shut resolut refus
siliconmagician,post_4823418,drop high school refus secondari educ trade school colleg lost race will equal opportun succeed achiev middl class statu fact life wealth inequ will continu grow obama liber gener gap rich poor educ uneduc educ peopl basic crush uneduc peopl incom mobil uneduc peopl left dust advanc technolog progress flip burger bag groceri wash car buck hour happen uneduc stupid america lose rat race piec wealth pie wtf peopl deal liber compani worker rest dead work useless peopl employ geez score job employ human employ life
usfan,post_1061012970,good point problem govt issu promissori note long amp pretend money long return hard currenc imposs collaps dollar greec inevit point will major player will dump rest will follow amp hyper inflat accompani kind monetari polici will ensu creation current fiat currenc yr super wealthi peopl histori illus fiat declar fair help creat middl short live kind currenc concoct base amp hold uncertain time mid rememb loan interest rate deficit spend economist cours feder reserv dollar substanc treasuri fed amp execut branch board interest rate low wait forgot legisl amp judici complet convinc hard money system work modern industri gold fund nation earth amp economi current fiat system brag fortun taxpay better nation will continu invest amp hold dollar collaps
navyic1,post_4992021,well ceo pay percentag incom secretari serious doubt pay actual money pay percentag incom will pay money serious expect make year pay make year year wife spent time militari high school spent year spent year gi bill degre master readi start phd program start work degre live money save work school va money finish school year year fulli expect pay higher percentag incom time
unrealist42,post_4341481,feder fuel tax tax feder excis tax feder import good feder tax airlin ticket refund tax paid peopl small percentag singl person maximum poor reciev amount elig peopl pay fica poor peopl difficulti surviv requir pay tax backward approach tax poor peopl want peopl better cours unfound hatr poor peopl punish sens
political_ed,post_4742167,realist road build elderli care tho disabl kid educ fire street polic felon prosecut idea delud time govern better effici protect utter theori approach applic led destruct great republican depress evid disput theori address rare address post point unabl wrong time exampl evid model will thing better will cours exist will ignor plea rhetor machin
shiva_td,post_4307101,disagre spend household benefit averag person fact cbo estim cost individu health care system cost increas tax household cbo averag cost pay amount incom tax tax increas simpli add increas current tax liabil true greatest increas cost health care predomin medicar cost averag person high cost health care america predomin medicar respons medic expendatur insur popul employ provid health insur larg percentag popul statist cost averag cost privat insur cover servic employe contribut group plan averag cost rate reflect increas month famili singl individu increas rate base actual statist gross misconcept cost privat health insur cost unquestion increas lower cbo estim cost pocket expendatur offic visit includ privat insur remain expens system govern read averag cost privat health insur usa nice theori happen increas wage employ gener save reduc cost product servic
corfieldb,post_4635194,hear complaint daili talk radio fox facebook basic messag specif hard person pay kind tax incom tax contribut social secur medicar pay sale tax state pay tax gasolin cigarett alcohol homeown pay properti tax resid local commun pay school tax fair vast vast vast major pay tax complaint mention commonli opinion appli pay feder incom tax fair revenu tax gasolin cigarett properti school tax directli treasuri depart agre percent allegedli pay tax break law tax evas small group
not_amused,post_4350326,work tax insur cost roof number peopl receiv govern paid healthcar exceed number govern paid healthcar healthcar debat start spent lot time figur cost health care rest western medic cost increas time rate inflat address rise medic cost fact assur cost will continu rise deficit will remain high debt continu increas
political_ed,post_4785651,address think understand grade dem administr johnson dem administr nixon rep administr rep administr carter dem administr reagan rep administr reagan rep administr bush rep administr clinton dem administr clinton dem administr bush rep administr unchang bush rep administr obama dem administr time dem carter point adult averag point debt deficit parti inherit left gross gain job growth aspect econom parti prevail data reliabl reliabl larg sampl prefer data sourc clinton market grew argu reagan grew bad market growth number factor reagan stabl debt pictur blew clinton mess left gem wise sentenc usual worthless garbag sentenc obviou sarcasm
roy_l,post_1061123759,fals dichotomi fallaci basic ignor consider fair distinguish incom contribut product incom privileg contribut product basic ignor consider fair incom surviv level separ earn school thought incom tax fair fact school ignor consider fair genuin concern fair distinguish incom earn contribut product incom privileg welfar subsidi giveaway societi contribut product recipi fair tax produc pay contribut wealth societi fair tax entir recov recipi societi fact disput oppos tax fair simpli refus
divinecomedy,post_1060784458,rich incom protect govern servic flat incom tax golden goos protect barbarian work econom pariti pay flat incom tax inherit golden goos incom tuition daddi pay flat incom tax scenario castl day will skip format action watch pay dice stick head throw jump feet privat boot sir hagar funni raid nearbi run golden goos lieuten justif golden egg privat boot sir steal golden goos lieuten justif stand privat receiv percent golden egg percentag golden egg golden goos
xerographica,post_1061069687,way defeat liber debat ineffect method moral effect method econom exampl argu tax theft bibl theft wrong tax wrong bibl natur law prove tax wrong case well piec paper write tax wrong hand oppon argument will work peopl share moral view liber share moral view moral wrong contribut common good moral argument protect right bee moral argument protect right argument protect right bee automat protect right longer make moral argument make argu consequ protect bee good go make argument bother start moral argument exampl argu individu determin best limit resourc countri greatli benefit individu freedom choos limit exampl argument action imposs liber defeat argument attempt defeat argument attempt repres best limit time automat prove point peopl freedom choos limit bottom explain econom benefit freedom complain peopl fail advantag freedom advantag freedom fail admittedli easi peopl unseen exactli object post head better join help peopl unseen
oldmanonfire,post_4734792,tomorrow mail letter tell feder tax chat wonder extra money thought will spend farm oper left higher profit thing go decid day arbitrarili lower price product speak guess will think thing run busi sole compet price stupid eventu will busi thing qualiti uniqu coupl suppli demand will determin market price
flanders,post_1062004584,compromis georg establish corrupt bolshevik historian rob bank rose power russia econom polici marxism implement power extens arm robberi today america bank robberi past accept organ theft norm polit wealth belong state automat count tax cut govern spend feel entitl hike tax crisi appear taxpay fiscal cliff emerg pol taxpay pol will pay pay debt pol will rob rich move middl class greater potenti tax revenu resid differ bank robberi polit degre kind control media educ cultur america polit organ theft present good govern extremist understand polit refus particip fiscal cliff debat revolv cast organ theft compromis media politician respons debt dictat term compromis respons fiscal hawk receiv regular media agre tax increas member congress feel scrutini remain control debat preserv feder govern spend sacr establish compar abolit slaveri washington post think presid obama hold regular screen movi lincoln member congress movi relev fiscal cliff debat articl celebr glori compromis behalf progress goal appear prais honest abe dishonesti movi depict pol encourag dishonest order spend peopl money clear good watch lincoln skill scene propos captur phoni washington nice dishonest pol tale consult movi acknowledg riddl histor inaccuraci base work author cult dishonest abe age pol vice project virtu screen bring joe abc week discuss movi al hunt corrupt lbj legisl pass offer politician comic direct bribe budget model citi bill intend benefit larg urban area resist main democrat senat johnson direct joseph includ citi main state larg area citi aid ask god citi lbj repli hunt see style polit cure fiscal cliff obama freedom bribe republican bridg america move forward fiscal cliff futur midst renew hors trade practic polit report reserv lobbyist bribe fine tax reform group pledg corrupt polit report fond phrase republican fact conserv republican pledg tax hike indic exist democrat equival democrat pledg cut tax democrat dare support polici democrat parti tight pledg unnecessari washington suffer principl compromis parti bribe broken pledg media idea parti lincoln collaps debt crisi mount democrat will move rich middl class justifi emerg raid revenu willi ground money day credibl gop will turn join theft
meta777,post_1061084453,class kind class refer common class peopl refer class incom class graph wealth distribut definit unreason assum refer wealth class order will view graph relationship wealth incom basi level incom year group amount wealth year individu incom volatil graph incom volatil big concern graph plot revers yearli incom volatil wealth class
drj90210,post_1061900815,fair tax call prebat advanc rebat tax purchas poverti level essenti act consum necess life entir free act fairtax american consum necess life free tax permit exempt fairtax monthli univers prebat ensur famili unit consum tax free poverti level make fairtax progress applic marriag penalti coupl amount singl adult receiv pay tax rate cash regist prebat effect tax rate annual tax paid divid annual spend increas level spend increas progress tax rate structur exampl person spend poverti level effect tax rate spend poverti level effect tax rate essenti tax spend level link
oldmanonfire,post_4525476,quot comment major compani offer plan reason percentag worker pay fica law law percentag peopl invest privat ss will law worker invest exist excus peopl seek invest retir program mandatori percentag peopl go invest will live will place ten million peopl retir peopl anal retir invest number plan take place ss guarante fix incom matter invest nation risk ten million retir govern support privat invest fail program elimin ss matter requir invest compani risk money involv invest compani data near retir plan thought financi instrument guarante govern risk question risk nation accept program presid congress ss review year fica adjust increas roi increas risk nation risk allow privat organ invest peopl retir fund instrument risk wo retir time ident problem cash save usa safe place store cash place bank insur amount limit insur place stick money govern bond increas risk guess ss creat provid time poverti wage retir provid supplement incom base long ago presid congress maintain ss inflat separ comment thread retir accept realiti exist today year american come year go receiv ss payment averag month program start extend govern build million hous facil area nation solv coupl problem peopl live ss creat job develop decad second servic senior provid effect medic servic will allow peopl live lower incom will creat lot job govern fund care realiti remain ten million american live
shiva_td,post_4382078,chang point account practic start includ financi transact reflect good servic produc gdp repres good servic produc year financi transact account practic chang provid exampl financi transact unrel gdp stock transact broker servic fee element gdp repres transfer ownership corpor produc sale land real estat exclud fee servic transact repres product land increas produc land exist govern post number number repres actual gdp growth govern feder reserv chang criteria polit financi reason peopl number question
iriemon,post_1061903516,neg gross incom higher tax claim exist imo data support proposit incom econom perform pretti item incom biggest compon incom base gdp refer exampl perform period averag annual real growth averag annual real growth averag annual real growth averag annual real growth averag annual real growth averag annual real growth fdr averag annual real growth eisenhow averag annual real growth kennedi averag annual real growth johnson averag annual real growth nixon averag annual real growth ford averag annual real growth carter averag annual real growth reagan averag annual real growth averag annual real growth reagan amp averag annual real growth clinton averag annual real growth bush averag annual growth rate bush tax cut pass period top tax rate reagan cut tax clinton rais bush cut obama cut prove claim prove claim
john_locke,post_4226745,keynesian polici tax fund attempt increas demand job count temporari measur turn perman keynesian polici propos solut problem prevent answer keyn enjoy idea perman immens debt gdp enact polici keynesian pretti place today spend money stimul economi temporarili consid money good unnecessari politic project stimulu bill capit surviv well feder reserv hoover incompet fdr reject possibl clearli fail respond post reason good ignor comment contradict argument shock disrupt keynesian deficit spend equat feder monetari polici wrong point well admit monetari hoover fdr impact switch provid fund civil war feder reserv limit appear specul bubbl debt polici talk point bad american economi textbook exampl economi destruct human capit unemploy read actual comment full ignor stuff reason worker lose skill work experi person characterist lose job colleg graduat lose knowledg unskil worker easili job develop skill well economi recov temporari fall unskil worker person trait addit america advantag human capit rest unemploy deter industri compani electron busi auto manufactur hire skill talent american worker final admit matter economi servic industri job outsourc will stay job serv domest custom local scale addit technolog educ advantag worri lack human capit anytim compar nation
smartmouthwoman,post_4964461,friend paid ss medicar earn money sens day draw ss paid ss will list payment includ calcul monthli benefit iow paid program govt refund money fund ole hand quicker eye routin bottom govt dole tax dollar peopl ask expect friend will dang glad cours will admit barack obama problem polit year hors design group politician flat tax ta better stupid
iriemon,post_1061839391,fals conserv distort misinform view listen rush wonder head full distort lie bull straight black white word wrote true websit educ reli beck misinform link websit establish data educ reli misinform link websit unemploy rate educ reli rush limbaugh misinform jan link site dow stock histor data educ reli news misinform market tank obama offic tank march turn high fact call assert fals disconnect fact base ignor misinform hold view consid review reliabl sourc actual factual data accur view
iriemon,post_1060841427,bet special low privileg rate appli invest incom rich bulk money provid govern wast spent transfer capit gain invest incom tax rate earn incom reagan tax plan late earli rate cut refer period time clinton presid tax rate higher great economi surplu budget contradict implic higher tax rate hurt econom growth live time great economi job creat longest sustain period growth post war histori real incom growth class incom lowest unemploy rate decad high tax rate surplu budget complet opposit conserv time predict claim conserv today tax increas kill economi destroy job wrong wrong today
roy_l,post_1060913900,differ poor person forc pay rich person full market access thing rich person own land access poor person govern spend infrastructur landown infrastructur differ rich person own big corpor secur profit arm forc serv poor person maim kill serv arm forc poor peopl benefit feder govern forc pay rich full market access benefit govern spend servic infrastructur answer object wrong rich rare money qualifi bigger benefit poor greedi privileg parasit taker rest rob richer ignor work poor stay poor despit contribut labor wealth product rich rapidli richer contribut wealth product fair
danielpalos,post_1061291400,tempor secular public servant natur claim religi form moral offic public trust fellow republican form govern amend clearli enumer suprem law land suprem thing contrari alleg religi form moral opinion politician mandat legal author feder constitut suprem law land deleg author resort secular tempor ethic feder constitut republican form govern exercis offic public trust unit state
shiva_td,post_4254442,fact remain feder govern redeem debt debt owe exampl social secur trust fund social fund taxat social secur medicar expend nation debt servic gener tax revenu feder govern borrow social secur trust fund creat oblig pay money demand social secur adminstr today social medicar requir trust fund asset govern cash redeem treasuri note real debt oblig money spent gener expendatur
straydog,post_4290981,quot read word claim word includ man list consid uneth gain wealth word sum fact exist republican parti expir happen obama upper bracket cut expir obama own republican parti white knuckl upper bracket cut opinion refer bush tax cut matter belong simpl math middl lower class number wealthi million wealthi award cost cut wealthi person cost revenu person matter billion small chunk deficit point debt problem wealthi afford lose tax break order save program feder program cut jealou irrit hard work famili opportun invest busi push poverti huge flaw busi flaw compani dictatorship profit go top encourag lay pay cut temp posit full time avoid pay benefit occasion manag room career growth major time turn climb ladder cut throat busi democraci person voic amount money includ ceo employe outstand loyalti paycheck direct result success busi money jealou person struggl buy hold wealthi fortun expens easi set percentag larg manufactur cost allow charg product allow room competit allow inflat roof creat import tax high compet domest product factor play basic idea bring economi oppos job top foreign import spend regul kind gener better balanc flow econom
divinecomedy,post_1061227665,peopl agre unanim consent vote member court creat tyranni wors exist exist state lack law problem nasti state ignor action citizen occupi member court state black liber movement congreg work econom pariti religion rich person caught drive rich white occupi terrorist cute mask cut hand occupi member suprem court throw feder civil right case crimin law lincoln action send troop lee john black liber armi phrase action killer war defens peac treati enforc unconstitut law protect rich thiev beaten stripe emot logic will undo
shiva_td,post_1060868349,tax middl class famili consider averag american middl class famili pay ton tax pay net incom person incom tax wo median household incom close refer instruct person pay maximum amount tax pay item famili deduct net incom taxabl tax tax chart file tax rate net incom base joint file statu form median incom famili highest tax list tax chart net incom tax true includ fica tax recal correctli current congress stop pander vote novemb reduct fica tax rate sens job hurt unemploy lost fica revenu paid social trust fund deficit spend
shiva_td,post_4726279,fundament factor involv lower cost good servic elimin incom tax enterpris pay directli reduc cost pass consum payrol tax corpor incom tax depend labor intens enterpris determin elimin payrol tax cost product corpor incom tax relat profit enterpris cost includ product servic provid elimin complianc cost incom taxat larg corpor larg account depart dedic exclus address tax issu deduct expendatur differ employe withhold requir base incom modifi form capit invest equip comput space rent consum cost final product small busi compris enterpris unit state complianc cost equal time amount tax paid taxat transfer consum price product servic sold retail level overhead complianc burden gener larg corpor higher base tax paid ge exampl paid corpor incom tax coupl year spend ten hundr million dollar complianc cost avoid pay corpor incom tax point consumpt tax complianc cost true simpl tax retail sale incur complianc cost appli enterpris directli deal retail sale gener motor knowledg gm sell directli consum tax item purchas gm complianc cost
divinecomedy,post_1061106667,tax islam govern success controversi shiit sunni govern centuri loan money loan interest link provid share stock bond ira pension plan option busi vast tool depreci bow arrow sing song guy simpli hunter gather societi form busi fail eat tax land ancient societi ancient land tax form wealth sheep tax chariti simpli silli privat govern institut ration reason tax rich simpli rich tax rich simpli rich ration reason unfair vers obama misus servant knew lord will prepar will beaten stripe knew commit thing worthi stripe beaten stripe requir men commit will servant left charg vers whatsoev tax make tax toler requir complex simpli toler simpl
shiva_td,post_4237300,entitl split social fund tax entitl fund gener taxat social shortfal address special problem dedic taxat fund feder budget relat mandatori spend paid gener tax revenu addit health human servic expendatur equal paid gener revenu requir spend cut assum bush era tax cut will expir year afford tax cut afford bush adminstr unfund expendatur soar unfund expendatur continu soar obama simpli afford loss revenu
danielpalos,post_1061312594,distinct public sector privat sector firm claim entiti resembl oper firm public sector engag special plead insist special plead logic reason argument insist phenomena applic privat sector microeconom larg firm public sector oper subject econom phenomena public polici decis engend natur public sector monopoli resembl natur privat sector monopoli condit privat sector exploit condit space race war abstract hoover dam fed natur public sector monopoli exist capit intens requir establish special plead object usag term natur public sector monopoli eas discuss argument
shiva_td,post_4405196,definit gross domest product reflect good servic produc annual product consumpt govern number consumpt relat product produc sold true gdp measur nation debt complet bogu nation debt gener tax revenu respons repay debt analog person debt incom incom corpor work nation debt ratio politician deceiv peopl believ nation debt bad govern gdp gdp unrel nation debt paid gener tax revenu
roy_l,post_1061221523,obsess land tax permit factual statement accur describ obsess derid dismiss ridicul critic valid logic factual histor econom argument land taxat fals idiot dishonest accus engag reason discuss indisput tax burden econom activ vulner poverti trap creat poverti trap object fals assum tax levi earn incom aspect econom activ effect tax rate luxuri consum good sport car exampl creat poverti trap effect tax rate natur resourc rent creat poverti trap object wrong usual stupid specif tax burden econom activ vulner poverti trap incom tax gener sale tax land tax
shiva_td,post_4825224,state local govern well feder govern pay enterpris purchas good servic privat sector consumpt tax hide cost govern consum pay ident tax consum exampl govern buy red tape favorit commod govern cost payrol tax adminstr cost enterpris administ tax cost product account complianc incom tax law buri price local state feder govern purchas good servic consumpt tax exactli expendatur consumpt tax rate transpar basic link prebat level offici poverti rate arbitrari dollar amount govern keep lower actual cost exist exampl govern keep offici poverti level roughli individu individu level incom qualifi welfar benefit actual incom sourc includ govern equal person simpli purchas basic necess incom unrealist prebat level imo recogn typic offici poverti level logic reason poverti level consumpt tax realist prebat level reflect necess luxuri individu reason expect purchas annual ultim prebat level determin progress tax left congress decid rais lower fit greater degre progress level
bleedingheadken,post_1061146921,will happen govern govern face thing will inflat currenc rapidli order creat virtual default debt will huge impact economi will destroy dollar hegemoni govern owe debt citizen hold debt will left high dri unfortun sort par cours govern year will recov better imperi wash predict will loos feder nation state region nation state small feder entiti
shiva_td,post_4831737,ignor propos polit corrupt address rest concern creat theoret exampl highway construct project state contract corpor build well assum sake exampl base histor evid corpor unit state exclud larg corpor hypothet exampl assum corpor expenditur labor cost build project payrol tax exclud temporari reduct corpor unit state complianc cost time cost tax paid equal total cost tax complianc cost state project equal cost project doesnt includ cost labor concret steel purchas construct compani elimin incom tax payrol tax complianc cost busi result project cost reduc project cost assum corpor earn roughli project project project addit reduct cost project bring cost corpor lower cost project simpl competit bid corpor work will cut cost project earn reason profit free market drive price appli road construct project exclus tax total project cost includ construct consumpt tax state better consumpt tax cours work tax rate state well peopl better better exclus consumpt tax rate higher tax rate wors typic rate govern revenu requir exceed rate tax oppress true equival incom tax well limit afford tax seriou financi problem logic point limit govern expendatur realist theoret exampl basi exampl offer number honest realist creat theoret exampl serv purpos creat pie sky exampl politican politican lol
shiva_td,post_4575152,commiss limit actual return invest total invest exampl dividend paid stock commiss invest corpor base dividend paid exampl person own stock mutual fund stock pay dividend dividend invest compani collect commiss dividend total invest invest compani paid fix amount amount establish paid fee transact individu exampl fee chang select option hard defin singular solut concept person charg fee base total invest toss money involv propos unreason individu accumul asset invest compani limit reason profit handl account invest today actual work involv invest compani
shanty,post_4063577,enforc prosecut make exampl dirti thiev evad tax cut decim investig arm ir regulatori law enforc agenc wealthi peopl act law compet economist favor progress taxat wide margin doubt serious economist talk compet adam smith argu wealth nation economist debat economi high incom tax rate wealthiest incom earner hurt economi help govern spend infrastructur improv balanc budget number
iriemon,post_1061756647,exactli middl class will spend proportion spend will drive demand demand will motiv compani invest increas product hire worker hire worker increas revenu profit win revers trickl polici redistribut wealth strengthen middl class polici encourag compani pay worker lowest amount middl class incom spend power economi profit boost compani cut cost economi stall eventu lose lmao eat cake mari
drj90210,post_4627580,kid fact deni fact content put system amount system debt evid support content social program handout lower tax rate handout understand previou answer refer benefit social program simpl answer tax money program dollar amount benefit refer yup graph illustr upward mobil sampl popul close deni fact feasibl lower class famili middl class singl gener mine graph obes america fail normal graph provid insight practic obes lose weight rich richer good thing expect live prosper nation build invest wealth advic live countri rich poorer hell countri fail expect greater wealth continu money great rate start pure logic common sens problem money continu better live live famili graph top money duh graph seemingli disproportion increas wage top compar poorest wage compar mislead knew simpl math expect top wage increas bottom wage revers true serious mess system dont understand explain compar bottom top wage exampl compar minimum wage success physician wage expect increas scope increas minimum wage market skill wage entir depend employ small increas wage bottom physician plenti market skill comparison minimum wage wage physician privat offic increas proport rest popul busi profit addit wage privat physician depend artifici minimum wage depend factor patient see type procedur perform factor yield greater profit reli minimum wage reason obviou top will greater increas salari gain bottom graph light move station life start posit market skill explain top suppos earn money bottom peopl stock upper class middl class member lower class cours rich stock money duh benefit own stock money own stock fail explain true logic obes control food obes reason silli bill gate billion life bill gate warren buffet make year life choic money cant sensibl thing cut entitl program will poor earn understand poor will govern handout dont brainwash poor entitl money benefit make poor depend govern tit benefici work hard incom famili futur gener better life defin indic clearli exactli reason analog obes spot continu state rich control money fail explain money doesnt control abil money analog fail level man lay claim banana tree rich lay claim money imposs contrari peopl work hard realiz dream fiscal solvent respons finit amount banana tree exampl real life wealth creat mark mere colleg student creat facebook essenti creat exist creat wealth compani employ system possibl control wealth contrari system govern increas power taxat system govern feasibl control wealth citizen taxat extrem poor analog great deal learn basic econom theori doubt suffer major catastroph control manag poor blame exactli rich control wealth poor bend will
roy_l,post_1061635031,extrem relationship dwarf mortgag debt aggrav poverti obviou fact peopl retir low incom tend homeown popul age babi boomer boom bust meant million peopl stupid amount debt order buy home pay price landown landown greedi greed bought home pure pay govern tax land rent landown peopl buy home cours problem rent seek effici spend posit collect rent mortgag debt interest eat rent collect simpl escap land best invest larg asset class simpl reason empow pocket peopl tax understand collect land rent loot model inform elabor scheme scam simpl happen japan year land half peak peopl mortgag japanes economi crippl happen usa uk sever landown privileg utter poison will ultim destroy societi enshrin public polici california proposit proof
shiva_td,post_1061020663,surpris interest statement trillion debt current mistaken call trillion reduct nation debt exactli year decad ten year requir trillion revenu expendatur project trillion deficit obama propos cbo calcul cut budget well hear real scari thought obama mccain run expert predict mccain budget propos creat larger deficit obama budget propos rememb amazingli elect mccain polit rhetor gener greater deficit obama mccain bomb bomb iran bomb syria comment assum involv war today
bluesguy,post_1061826552,charg revenu peopl paid amount tax rebat expens recal advanc lower tax rate come typic lose argument wait prove gdp higher quarter higher year rofl troll year month desper stand fact bush tax rate cut produc month full employ soar revenu declin deficit billion obama fellow democrat blew produc highest worst unemploy situat depress go year trillion dollar deficit offer turn support fail polici post plate rebutt toss cliff readi
anikdote,post_4378857,argu redistribut welfar indisput largest poverti reduc program american histori fail understand dollar redistribut aid allevi poverti result reduct crime actual welfar receipt spent consum good stimul demand spur growth net involv includ contributor posit roi despit dogma mandat elimin tax loophol tax system requir revolutionari chang benefit system countri well feel tax program incorpor benefit system failur countri vest pay tax bore tire meme poor pay tax bunk
roy_l,post_1060934539,neatli prove will dishonesti invari characterist apologist greed privileg evil correct prove deliber lie claim error deliber chose lie lie ignor subject statement deliber chose lie understand lie sens indisput true explain observ hous product constitut dogma respons stupid dishonest provid evid messag post expand exponenti proof total dishonesti complet futil read post simpli content sweet fallaci lie pretend offend call truth unsupport claim lie offer evid statement will indisput correct matter object physic fact exactli choic reiver provid evid forget full refer land product admit infinit stupid dishonest lie sack failur will constitut second will evid support relev point prove simplist grant deliber fact simplest obviou indisput econom fact imagin disgrac despic sicken demonstr infinit dishonesti issu
hoosier8,post_1060899717,presid obama budget gift keep govern buri surpris propos tripl tax rate corpor dividend higher previou budget obama propos rais dividend tax rate higher person incom tax rate will kick year add plan deduct exempt rate hit add invest tax obamacar dividend tax rate three time today rate mind dividend paid sharehold corpor pay tax profit assum maximum corpor tax rate dividend tax total tax corpor earn pass dividend
pjohns,post_4147314,pearl wisdom gather suppos blatant help philosoph argument will gladli reiter increas tax expans exist busi creation irrespect talk small busi technic term monetari veloc case address matter money chang hand scenario care assert class underclass busi attend increas employ class compris comprehens piec best interest expand busi irrespect attend tax burden posit highli problemat busi definit gambl true small busi establish busi time border offic gm potenti upsid result gambl greatli higher tax burden sens intellig will gambl well evid thread flamebait regard substitut reason discuss
giftedone,post_1061133255,valid comparison europ rome number specif exampl earlier thread incoher nonsens point list numer econom historian economist claim kind valid comparison econom issu today soro roger fact awar ignor suppli demand appli stock market bubbl hous specul market instrument countri print paper money debt utter nonsens claim compar featur today issu issu
general_fear,post_1061024744,replac tax nation land tax advantag high tax capit gain link land sale lt crude exampl alert gt today buy piec land sit sell higher price person money contribut buy make real estat invest peopl will money product invest small busi financi invest wall street will sour capit gain tax dividend doubl taxat product effort will reward today tax code punish success owe tax nation real estat tax flat tax money lower tax owe basic money help pay tax bill cours land peopl land will squeez land well develop piec land will earn money peopl will develop land earn money pay tax man govern will land land govern own incom will privat peopl start pay tax tax land good idea today tax polit footbal politician game system politician tax code bring bacon polit contribut real estat tax
roy_l,post_1061028302,effect govern spend servic infrastructur creat end land pay landown full market access servic infrastructur govern spend true type govern spend interest debt enforc drug prohibit militari foreign countri land expens govern make place govern spend end land ident equal minimum landown expect societi repay tax understand matter econom law fall place consid man wife three grown children own billion dollar worth land tax progress reduc land tax distribut land titl wife children favor make land tax progress extend uniform univers individu exempt roughli analog incom tax exempt result redistribut land avoid tax exempt land live address live
